Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
67879,994,87,1.2,1.2,80,36,0,43.6,42,31,0,46.6,54,26,0,34.4,74,22,2.9,5.7,80,32,0,26.6,208,42,0,11.8,73,22,0,34.8,105,35,6.4,7.9,123,30,0,43.6,155,36,0,100
80002,15335,580,3.9,1.1,897,235,12.2,9.4,1568,336,3.8,2.9,1347,255,1.3,2.1,1417,271,6.1,4.2,2407,251,0.3,0.5,3197,368,4.1,2.4,1228,237,5.5,3.9,1005,168,5.9,5.4,1425,193,8.2,9.3,844,153,0,28.9
80003,29042,816,7.7,1.2,2007,353,25.6,9.5,2363,355,11.6,5.8,2665,458,4.9,3.4,2704,471,2.8,2.1,4732,387,6.8,2.6,5028,387,6.5,2.3,2455,284,8.1,4.3,2288,369,8.6,5.2,2863,338,4.5,3.9,1937,230,27.8,28.1
80004,30497,749,5.4,1.1,1846,323,21.2,9.2,1981,337,8.9,4.5,2468,329,8,5.2,2839,314,5.9,2.8,4222,405,4.2,1.9,5186,319,2.1,1.2,2857,307,4.2,1.9,2486,276,1.8,1.6,3115,248,7.8,5,3497,288,0,16.8
80005,22890,612,4.1,1.3,1444,236,20.2,10.3,1141,210,10.8,7.3,1132,195,4.4,3.5,1507,209,3.7,2.6,4041,284,2.4,1.7,4865,346,2.5,1.7,2172,246,3.2,2.3,2018,249,3.4,2,2928,261,2,2.3,1642,198,0,20.4
80007,6733,284,3.3,1.4,412,113,10.8,11.7,234,85,6.7,9.9,330,142,0,10.3,393,120,0,9,1352,166,4,3,1416,192,1.7,1.7,680,130,4.2,3.8,659,167,1.8,2.8,832,132,0,10.1,425,111,36.7,26.1
80010,31098,879,8.7,1.3,2383,330,24.2,9.2,3378,381,13,4.9,3629,347,10.2,4.5,3668,420,4.9,2,6390,464,6.7,2.2,5514,452,7.6,2.3,1937,294,7.9,4.8,1245,260,5.5,5.3,1657,198,4.3,4.9,1297,194,0,27.7
80011,36229,1080,8.1,1.4,2632,382,21.7,9.5,4196,532,11.6,3.9,3925,456,10.9,4.1,3780,455,5.4,3.3,6604,613,7.2,2.7,5939,517,5.6,1.8,2436,323,5.1,4.4,2149,374,4.6,3.3,2560,264,8.8,4.8,2008,245,11.1,14.6
80012,38930,1042,9.8,1.3,2566,364,31.7,9.5,3970,503,14,5.3,4350,434,10,3.4,3611,400,11.8,4.6,7268,553,6.1,2.2,5975,503,7,2.2,2903,351,7.6,3.7,2915,331,8,4.5,3043,320,7.1,4.8,2329,194,16.5,20
80013,55788,1256,6.3,0.9,3812,405,21.2,8,4425,479,11.6,3.6,5333,474,8.6,3.4,6444,565,5.7,2.2,10996,593,4.2,1.5,10352,560,3.7,1.1,4687,385,4.8,2.4,3946,340,3.5,2.3,4157,345,6,4.2,1636,212,11.4,16.6
80014,32836,916,6.6,1.1,1549,260,31,13.9,2315,431,11.4,5,2818,331,7.6,3,3179,413,8.2,4.5,5179,469,4.8,1.8,4671,492,4.3,1.8,2247,324,5.2,3.4,2609,288,4.4,3,4345,384,1.8,2,3924,360,6.7,8.8
80015,50320,969,4.8,0.8,4120,427,20.3,6.7,3510,401,9.8,4.2,3849,340,3.9,2,4484,413,2.9,1.4,10372,552,3.1,1.2,10409,555,3.6,1.2,4716,369,3.2,1.8,3942,335,5,3,3405,252,5.3,3.5,1513,209,3.5,8.1
80016,36825,920,3.2,0.6,2745,307,10.1,5.6,2564,311,8.1,3.7,2553,308,5.6,3.9,2709,350,1.2,1,8128,446,2.2,0.9,7658,472,2.5,1.2,2889,329,2.8,1.9,2208,261,0.8,1.2,3887,313,1.5,1.7,1484,216,5.4,8.1
80017,26464,858,7.2,1.5,1557,315,33.9,12.1,2768,472,10.9,5.9,2932,359,4.1,2.5,3259,427,7,3.7,4835,407,6.7,3.3,4238,426,5.5,3.3,2362,332,6,3.3,1812,283,3.5,3,1911,299,3.4,4,790,233,57.1,43.8
80018,7948,495,5.6,2.1,234,104,36.7,36,400,195,26.1,20.3,657,180,8.8,5.6,1037,206,2.7,3.6,2436,381,1.3,1.5,1408,292,7.2,5.9,561,138,9.1,8.1,504,144,3.9,6,605,124,0,11.1,106,66,-,**
80019,1760,377,6.4,6,167,112,0,100,140,107,0,19.2,177,119,31.6,38.8,89,67,0,27.9,327,123,5.1,8.6,447,166,0,6.5,155,100,13.5,21.3,65,56,0,34.9,137,97,0,32.7,56,45,-,**
80020,38485,612,5.4,0.9,2329,260,14.2,6.3,2788,261,9.4,3.9,3378,281,7.7,3.2,3878,285,4,2.2,7253,324,3.5,1.3,7147,306,3.6,1.1,3789,290,3.4,2,2840,248,7.9,4.4,3177,198,10.5,7,1906,149,0,24.1
80021,26746,718,3.9,0.9,1607,260,10.1,7.7,2738,342,3.7,2.6,3374,318,3.2,1.9,2658,358,4,3.7,4270,346,3.1,1.6,4881,381,3.2,1.4,2139,248,6.5,4.1,1595,245,3.8,2.6,2049,194,3.1,3.6,1435,267,0,23.9
80022,32457,911,6.7,1.6,2294,306,21.8,9.3,2347,469,16.4,6.3,3378,506,6.5,5,4418,486,4.6,3.3,6733,545,5.4,2.3,4884,387,3.1,1.5,2683,331,7.8,4.3,2000,329,6.2,5,2300,287,0,3.7,1420,216,0,33
80023,14889,635,4.4,1.4,937,199,8.8,7.9,651,156,23.1,14.7,543,167,5.7,5.2,781,174,0,4.2,3198,299,1.6,1.2,3418,259,4.4,2.5,1212,226,7.2,5.3,1128,243,1.6,2,1949,194,2,3.4,1072,153,0,17.8
80024,241,129,0,19.7,0,11,-,**,0,11,-,**,25,31,0,100,0,11,-,**,111,89,0,28.2,0,11,-,**,40,39,0,58.2,50,58,0,69.1,8,12,-,**,7,11,-,**
80025,432,269,0,8,47,60,0,85.9,44,70,0,43,35,49,0,49.6,12,17,0,90.1,2,5,0,100,137,101,0,19.5,73,64,0,32.3,40,47,0,53.8,22,32,-,**,20,32,0,63.7
80026,23196,461,4.8,1.3,1605,298,4.2,4.8,1630,368,13,8.2,1703,308,2.7,2.8,1979,314,6.5,4.6,4569,429,3.1,1.9,4114,349,4.8,2.3,2204,238,6.4,3.2,2104,304,2.5,1.8,2023,215,2.2,3.4,1265,254,0,14.8
80027,25672,342,4.2,0.8,1723,220,11.6,7.3,1807,401,6.3,4.1,1962,328,10.2,3.6,1962,316,0.6,0.8,4932,331,2.2,1.7,5569,339,3.1,1.3,2417,255,5.3,2.7,1955,251,2.9,2.3,1652,262,8.8,7,1693,278,0,22
80030,12746,642,9.4,2,770,228,26.8,14.4,1046,237,19.5,11.2,1538,280,8,5.9,1387,283,8.2,4.9,2317,348,3,2.7,2112,286,7.8,3.5,880,174,9.2,5.6,861,191,5.7,6.6,916,156,30.5,25.6,919,191,0,65.4
80031,28098,713,6.6,1.6,1346,255,24.5,11.6,2129,441,17,8.1,2570,377,8.2,4,2892,388,8.1,4.3,5281,390,4.2,1.9,4422,303,3.8,1.8,2375,275,1.5,1.6,2147,301,2.3,2.3,3065,313,4.9,3.9,1871,227,13,11.3
80033,20794,598,5.3,1.2,946,225,6,6,1436,261,14.2,6.8,1824,331,3.3,2.8,1858,281,3.6,2.8,3269,366,4.1,1.9,2912,300,6.4,2.9,1884,289,5.3,3.4,1908,261,4.3,3.5,2266,262,1.3,2.2,2491,267,0,17.5
80045,749,142,0,8.2,0,11,-,**,216,99,0,33.3,261,91,0,28.2,71,40,0,38.8,77,47,0,40.7,34,27,0,48.9,33,31,0,49.6,4,6,0,100,53,75,0,69.1,0,11,-,**
80101,333,73,2.7,3.1,0,11,-,**,15,13,0,90.1,16,18,0,71.2,27,25,0,54.8,69,43,0,37.4,40,27,12,17.1,57,25,0,49.6,24,13,18.2,27.7,58,34,-,**,27,18,0,100
80102,4321,402,4.7,2.4,291,103,12.5,13.7,214,81,12.4,17.8,357,102,1.2,2,256,96,0,11.8,712,170,3.8,4.4,931,169,5.8,4.3,511,116,6.8,7.8,454,129,0,11.8,399,94,6.8,10.1,196,53,0,60.7
80103,2147,287,4.1,2.4,159,75,30,42.4,51,33,0,48.2,151,59,18.3,19.5,118,58,0,26.3,269,107,0,11.5,594,144,3.5,3.5,131,53,0,31.7,191,60,4.8,7.2,312,112,0,33.3,171,86,0,69.1
80104,21706,556,3.7,1,1644,364,5.1,5.2,1588,308,4.9,4.1,1655,301,2.6,2.1,2013,327,4.8,3.8,4333,364,3.7,2,4353,444,1.2,1,1802,283,5,3.7,1328,237,4.5,5.1,2126,186,6.8,3.5,864,161,14.5,22.6
80105,1066,156,7.7,3.8,35,22,44.4,52.7,43,29,8.3,11.7,45,25,22.6,25.3,96,45,0,30.6,94,38,4.2,6.6,207,62,10.5,8.5,211,74,2.6,4.3,89,30,19.2,19.2,166,68,0,32.7,80,34,0,100
80106,3711,324,5.1,3.1,236,98,11,15.2,215,95,0,18.6,178,100,0,19.5,216,113,17.7,29.7,412,147,6,9.7,811,194,2.8,4.1,607,193,0.5,0.9,387,133,12.6,16.2,493,156,18.8,23,156,69,0,54.8
80107,9945,511,6.3,2.2,787,193,45.3,18.7,570,123,10.7,14.8,507,132,5,6,667,99,3.2,4.6,1222,182,0.9,1.6,2299,193,2.1,1.7,1204,200,3.3,4,1070,155,14.9,9,1164,138,0,6.2,455,88,0,79
80108,18368,596,4,1,1409,277,24.7,12.2,682,138,6.9,6.4,723,195,0,4.9,1143,247,2.1,2.3,3763,371,1.9,1.4,4226,421,2.9,1.7,1960,292,2.6,2.7,1427,261,4.5,4.9,2251,233,4.3,4,784,148,0,44.5
80109,14401,584,3.9,1.3,1113,274,12.1,9.3,942,293,12.5,12.9,725,228,3.3,4.8,1532,305,1.3,2.3,3525,299,1.3,1.1,2953,339,4.8,3.2,833,214,2.3,2.9,965,217,3.2,3.7,1126,184,0,12,687,174,-,**
80110,17870,624,6.7,1.6,774,227,4.3,5.7,1995,299,14.6,6,1949,302,5.1,3.7,2014,300,4.3,3.2,3184,314,7.2,3.8,2619,307,7.4,3.6,1612,246,4.4,3.5,1310,228,1.1,1.7,1247,188,2.2,3.4,1166,175,0,43.5
80111,24803,574,4,1,1800,250,17,8.8,1200,269,10.3,7.1,2206,292,2.4,1.9,1954,255,7.2,5.3,4409,314,1.8,1.1,4580,402,3,1.3,2421,261,4.4,2.4,2230,233,2.5,2.4,2644,245,1.9,2.1,1359,219,5.3,8
80112,25850,1007,4.4,1,1434,276,19,10.2,2039,370,7.9,4.1,2666,397,4.2,2.5,2847,493,0.6,1,4874,504,4,2.6,4256,319,4.5,2.4,2081,250,5.6,3.2,1737,271,2.7,2.2,2548,275,3.2,3.4,1368,256,0,17.2
80113,18270,566,8.1,1.9,837,210,11.3,10.9,1546,285,15.9,8.4,1778,274,6.6,3.9,1768,273,8.1,4.8,2553,299,5.6,3.4,3400,361,9,4.1,1718,237,9,8.1,1495,200,5,4.1,1577,198,4.5,5.8,1598,192,7,11.2
80116,3343,335,3.3,1.8,244,93,0,35.6,139,85,0,21.1,102,61,18.2,15.9,180,116,0,24.9,421,122,0,7.6,684,171,1.7,1.8,371,127,3.8,4,457,130,13.3,11.4,536,134,0,16.7,209,80,0,62.2
80117,2261,256,2.7,1.7,114,47,36.8,41.5,174,98,11.6,15.3,155,88,0,19.3,96,49,3.7,5.7,204,64,0,16.1,559,111,1,2.2,338,131,3.2,5,256,83,0,22.7,213,59,0,37,152,55,0,52
80118,5265,392,3.2,1.6,409,185,11.6,13.7,212,88,0,14.7,185,99,0,16.2,321,131,0,13,617,153,4.7,7.1,1305,204,2.4,1.9,715,156,2,1.8,532,111,10.1,7.2,640,104,0,20.4,329,88,0,48.2
80120,25834,624,5.4,1.2,1376,277,9.8,8.2,1972,371,11,5.2,2538,357,6.7,3.9,1982,274,2.6,1.9,3663,326,3.2,1.9,4106,348,6.4,3.3,2460,296,2.7,1.9,2225,241,5.6,2.9,2923,230,2.8,2.6,2589,274,0,17.4
80121,15488,584,5.5,1.5,924,162,8,8.8,822,199,7.6,8.8,885,235,7.3,6.2,1135,268,2.8,3,2172,269,6.6,3.7,2670,284,2.7,1.6,1655,283,5.1,3.1,1156,205,6.3,5.6,2065,243,8.9,7.8,2004,260,10.7,15.4
80122,25691,619,4.9,1,1254,190,11,7.5,1274,260,15.7,7.9,1777,281,4.5,2.4,1922,356,3.1,3.1,3989,408,3.1,1.9,4889,367,3.5,1.6,2418,277,5.3,3.1,2582,318,5.5,3.2,3541,274,3.3,2.2,2045,252,8.9,12.9
80123,37868,873,4.1,0.9,1965,243,21.8,9.5,2200,334,9.2,3.8,3099,481,5.9,3.7,3297,364,1.5,1.2,6161,408,2.8,1.5,6979,505,2.7,1.2,3479,293,4.2,2.4,3295,331,2.1,1.7,4558,412,3.2,2.4,2835,252,4.4,6.8
80124,15729,551,3.6,1,887,212,12.1,14.3,1489,447,7.6,5.6,1526,254,0.8,1.1,1509,277,1.4,1.5,2730,251,2.8,1.7,3050,325,3.8,2,1478,225,1.2,1.4,1163,172,3.8,4,1394,180,6.4,7,503,108,0,39.9
80125,8226,330,3.7,1.6,359,131,15.4,16.9,418,170,11.1,15.9,457,137,6.8,8.2,719,180,0,4.5,1787,215,3.7,2.7,1675,254,1.5,1.9,825,187,0.8,1.2,710,171,3,4.9,965,119,9.5,12.7,311,100,0,67.2
80126,32659,829,3.5,0.8,2746,365,14,7.4,1706,284,4,3.3,1635,272,2.1,2.2,2294,343,0.7,0.9,7284,483,2,1.2,7828,500,3.5,1.6,2789,307,3.9,2.6,2475,281,3.8,3.4,2381,230,4.1,4.4,1521,179,0,35.6
80127,35250,764,5,0.9,2584,351,19.9,10.3,2194,369,6.9,3.6,1814,315,7.9,4.4,2268,303,3.4,2.5,6060,348,2.2,1.2,7878,455,4,1.8,4333,429,5.6,3,3202,294,5.7,2.8,3483,263,2.3,2,1434,211,0,23.4
80128,28821,656,4.7,1.1,1954,296,22.6,10.7,1514,268,14.2,7.5,2135,369,1.7,1.6,2386,337,3,2.2,4921,396,3.4,2.2,5499,411,2.4,1.5,3259,321,4.6,2.3,2419,272,3.9,2.6,2790,240,1.1,1.8,1944,287,11.9,15.1
80129,22483,451,3.2,0.8,1576,220,9.6,6.8,1374,263,1.1,1.8,1212,186,5.6,4.7,1734,248,2.7,2.2,4886,265,3.8,1.8,5526,374,2,1,1753,244,2.2,2.5,1385,221,3.4,3.2,1704,202,3.6,4,1333,158,0,34.6
80130,21120,603,3.5,1,1456,250,3.2,2.8,948,211,5.5,5.9,1324,315,3.5,3.4,2000,296,2,2.5,5486,395,3,2,4478,384,4.6,2.4,1418,191,3.5,2.3,1250,215,4.3,3.2,1749,227,0,5.2,1011,183,7.4,13.2
80131,174,53,8.8,16.6,0,11,-,**,0,11,-,**,0,11,-,**,27,32,0,54.8,39,33,40,52,13,15,0,95,31,25,0,55.9,4,8,0,100,24,20,0,100,36,27,-,**
80132,15520,609,6.6,1.8,1005,204,39.4,18,934,278,10.6,9.5,685,185,0,5.5,661,209,2.2,3.8,2361,293,6.5,5.2,4038,434,3.7,2.2,1769,251,6.7,3.8,1307,250,1.9,2.9,2051,288,4.7,5.7,709,190,0,39.1
80133,1829,198,3.2,2.7,91,63,0,40.7,101,51,0,33.6,188,91,0,19.7,282,117,0,13.4,289,155,3.2,5.5,375,113,5.3,6.6,223,85,9.8,15.7,100,62,0,36.3,77,46,0,71.2,103,74,-,**
80134,45001,860,3.6,0.7,3210,381,13.4,5.5,3023,438,7.4,4.3,2945,373,2.3,1.6,4067,374,4.1,2.4,10636,572,2.5,1.2,9786,605,2.4,0.9,4032,460,2.6,1.6,2685,354,4.2,3.8,2916,265,6,4,1701,238,0,17.7
80135,3364,319,4.3,2.2,228,86,6.8,9.9,136,63,0,27.2,27,20,41.2,47.9,102,47,8.5,12.5,353,75,0,9.8,729,180,7.2,5.2,526,111,2.3,3.7,410,85,0,9.9,640,118,6.3,9,213,73,100,100
80136,3884,339,6.5,2.8,367,125,12.8,14.5,243,112,29.9,17.9,174,95,0,15.8,297,127,0,13,618,129,5.9,5.3,787,187,4.3,4.4,482,150,0,8.7,390,110,14.8,11.9,380,92,0,26.1,146,70,0,42.5
80137,1296,238,2.5,2.2,455,186,0,40.3,23,31,0,95,98,83,0,29.7,38,46,0,46.2,146,58,0,20.4,223,84,4.5,5.1,79,45,9.6,13,75,35,0,40.7,67,48,0,46.8,92,53,-,**
80138,24204,832,3.6,0.9,2008,312,6,6.5,1827,397,8,5.4,830,184,2.5,2.8,1082,221,3.2,3.1,5149,378,3.9,2.1,5709,460,1.8,1.2,2147,308,5.7,4,1943,370,2,1.9,2352,250,2.8,4.3,1157,251,0,30.6
80202,12298,843,4,1.7,418,188,29.9,24.9,1398,334,2.1,3.4,2679,613,3.1,3.8,2382,439,6,5.1,1569,294,0.6,1.1,1449,311,5.3,7.1,834,233,0,6.7,728,212,4.5,7.3,593,136,0,18.7,248,107,0,82.3
80203,19943,824,4.3,1.2,108,90,0,36.3,1853,312,2.4,2,5652,561,4.5,2.1,4307,517,3.7,2.7,2773,392,3.5,2.3,1799,292,2.8,3.4,954,225,6.8,5.4,1055,273,21.8,14.9,1092,180,0,7.8,350,111,0,36
80204,25430,1031,8.8,1.4,1720,263,30.2,13.6,2838,356,7.4,3.2,3502,444,3.9,2.2,3010,399,10.7,3.9,4470,400,9.5,3.1,3414,369,5.7,3.2,1802,323,12.8,5.8,1565,225,9.2,6.6,1733,220,2.5,4.1,1376,187,35.4,32.4
80205,27185,1129,5.2,1.3,884,206,47.4,29.1,2716,688,5.3,4.4,5061,625,3.8,2.7,4088,589,1.4,1.2,5299,509,5.8,2.4,3879,536,7.5,2.8,1557,260,3,3.5,1408,260,5.2,5.4,1270,231,7.2,13.8,1023,161,13.2,17.5
80206,21362,735,3.5,1,327,114,12.2,16.2,1379,254,2.8,2.9,3652,441,3.6,2.6,3409,383,2,1.4,3998,410,4.1,2.5,2535,332,3.7,1.7,1275,234,2.7,2.9,1439,266,2.9,3.4,2175,221,5.5,3.6,1173,187,7.1,11.4
80207,19624,750,6.5,1.4,902,208,44.3,17.8,1111,301,8.8,5.8,1928,352,11.8,5.7,2492,288,1.4,1.4,4151,450,4.5,2.4,3012,321,4.1,2,1441,258,9.1,5.5,1263,219,5,4.2,1999,233,5.8,7.1,1325,199,12.3,18.5
80209,22313,857,4.2,1.3,200,82,16.5,20.9,1263,300,3.7,5.2,3504,348,2.1,1.7,3123,396,5.2,4.4,4400,445,3.8,2.2,2940,412,4.5,3.6,1809,329,5.7,3.5,1395,221,12,7.2,2293,296,0,4,1386,200,0,22.7
80210,30768,778,4.8,1,2601,324,18.5,10.2,3257,452,3.4,2.3,4140,479,4.3,2.6,3561,446,6.8,4.2,5252,413,3.3,1.5,4058,314,3.4,1.7,1971,264,7.3,3.6,2130,255,2.9,2.7,2133,232,2.1,2.1,1665,185,0,30.3
80211,28243,831,4.4,1.1,1082,265,16.8,13.7,1186,276,2.9,2.9,4159,424,3.4,2.9,4803,468,1.6,1,6434,456,5.9,2.3,3990,389,3.4,2.2,1584,279,8,6.4,1418,246,9.2,6.1,2069,258,3.7,6,1518,201,9.7,15.7
80212,16570,740,5.1,1.6,624,246,19.9,23.5,949,278,11.7,11.5,2166,413,0.8,0.9,2012,314,1.7,1.8,3359,391,4.2,1.9,2795,459,5.6,4,1008,193,4.1,5.4,1127,248,11.7,10.2,1421,216,13.7,15.1,1109,220,0,30
80214,20859,810,8.8,1.8,819,263,54,25.9,2010,370,5.4,4.4,3172,440,5.5,4.5,2100,335,7.3,4,3234,353,10.7,4.9,3399,383,10,4.3,1501,286,6.9,5.2,1439,249,3.8,4.7,1657,252,6.9,7,1528,199,7.1,16.7
80215,15776,702,6.9,1.8,645,175,31.4,23.8,1350,341,10.5,5.9,1638,332,4.9,4.2,1172,274,6.2,5.7,2225,323,4.6,3.9,2216,261,6.4,3.4,1634,213,7.1,5.2,1299,216,1.7,1.8,1567,231,4.8,6.7,2030,230,0,19.2
80216,9432,794,7.9,2.9,963,303,7.4,8.5,1332,375,11.8,8,1167,279,9.7,6.6,1021,252,14.6,9,1642,353,5.9,5,1518,231,5.4,3.5,551,147,3.4,5.5,506,200,0,9.1,390,105,0,21.4,342,89,0,100
80218,17279,761,5.2,1.3,358,160,0,38.8,1227,226,10.4,7.7,3949,400,1.2,1.1,2843,431,2.2,2.3,2936,351,4.4,2.7,1518,254,15.1,6,1153,260,7.6,7.2,1100,214,14.6,10.7,1425,198,5.7,6.6,770,171,24,33.7
80219,48785,1443,5.7,1.1,3879,452,20.4,8.6,4547,532,5.7,2.8,5624,587,5.8,2.7,5200,510,6,2.7,9729,709,3.8,1.7,7668,538,3.7,1.7,3462,408,5.6,2.6,2873,358,10.3,5.6,3260,366,5.4,4.7,2543,297,5.1,8
80220,29082,826,5.9,1.5,1374,295,38.8,12.9,1877,342,16.3,7.6,3030,507,6.6,4.2,3659,479,4.3,2.5,5987,517,3.1,2.1,4937,439,4.8,2.5,2215,289,5.1,4.7,1726,227,0.7,1,2845,277,2.8,4,1432,182,0,18.8
80221,32252,1017,7.8,1.4,2681,345,15.5,6.2,3193,463,14.4,6.2,3302,433,4.3,2.3,3671,376,5.5,3.1,5376,431,5.7,2.7,5424,380,9.5,3.7,2376,335,6.6,3.4,2157,281,0.7,1.1,2232,243,13.8,7.9,1840,226,0,22.9
80222,18081,689,6.5,1.7,576,180,26.7,21.5,1458,318,7.1,3.7,1867,302,10.3,6.3,2103,342,4.2,3.4,3250,387,3,1.9,2670,295,6.5,4,1340,210,7.1,5.1,1402,224,5.9,4.2,1427,189,6.8,6.1,1988,236,0,29.7
80223,15277,936,5.1,1.7,753,171,8.7,8.1,1408,304,2.4,3.5,1816,312,4.8,3.1,2353,440,3.7,2.4,2866,455,4.7,3.7,2231,343,7.4,6.3,1097,226,8.6,7.3,1022,207,5.4,5,1108,212,2.3,3.6,623,144,0,46.8
80224,15632,671,7,1.6,501,168,1.8,4.8,1169,293,15.2,11.6,1767,384,9.2,5.6,1619,333,6,6.5,2448,410,6,4,2248,340,9,4.8,1338,235,0.8,1.4,1159,214,2.9,2.4,1398,194,5.3,6.3,1985,221,0,19.7
80226,26183,753,4.3,1.1,1569,279,14.9,7.8,2741,579,3.8,2.1,3073,417,5.1,3.3,2624,378,1.8,1.8,3912,331,2.8,1.8,3561,345,4.4,2.3,2063,277,6.8,3.3,1826,223,3.6,4.3,2623,229,1.9,2.2,2191,246,0,18.2
80227,28200,837,4.6,1,1557,265,9.3,6.7,1967,302,8,4,3079,525,6.7,3.7,2536,385,5.3,3.5,4368,377,3.3,1.7,4741,421,3.7,1.6,2479,334,3.6,2.6,2006,250,3.1,2.3,3231,341,2.1,1.7,2236,256,3.4,5.6
80228,26652,695,5.7,1.2,1403,196,13.1,7.1,2489,394,12.9,4.7,2493,275,3.9,3.3,2335,316,4.3,2,3821,350,2.2,1.5,4879,342,5.8,2.3,2365,258,3.6,2,2306,327,9,6.8,2767,205,3.9,2.8,1794,223,0,32.7
80229,39739,1146,6.1,1,2963,450,20.4,7.5,4352,659,6.6,2.9,4840,567,3.2,2,4390,485,6.4,3,7357,648,3.2,1.3,6455,560,8.5,2.7,2703,306,4.6,2.2,2512,429,7.9,4.9,2637,302,3.3,3.8,1530,238,0,30
80230,6788,378,6,3.3,304,95,35.5,35.6,385,178,0,10.2,641,199,9.4,12.9,790,194,1.8,2.8,1334,257,1.4,1.6,1255,213,5,6.1,486,175,17.4,17.9,523,186,0,8.1,686,171,17.5,15.2,384,158,-,**
80231,29332,1099,5.3,1.4,1031,269,27.8,17,3593,541,6.3,4.2,4398,560,4.9,3.4,2850,418,5.5,3.5,5255,611,3.8,2.7,3799,583,3.9,2.6,2215,363,4.2,4.6,1775,324,4,3.2,2630,281,9.3,6.8,1786,302,12.2,20.2
80232,18775,667,5,1.3,961,192,10.9,7.8,1678,346,12.9,6.4,1700,283,7.1,5.9,1833,310,4.2,3.2,3061,352,2,2.2,2951,327,4.7,2.1,1493,221,4.1,2.6,1256,243,1.2,1.9,2190,201,3.6,4.4,1652,220,4.2,7.5
80233,38105,1071,4.8,1,2363,337,12.6,6.9,3607,505,6,3.7,4043,530,4.9,2.2,4241,409,5.3,3.5,7222,444,3.3,1.5,6451,510,5.5,2,2930,409,5.9,3.7,2260,387,0,2.2,2857,335,0,3.7,2131,282,0,23.6
80234,21463,757,7.4,2.1,1101,232,16.1,12,1661,342,16.5,13.3,3033,370,7.4,3.7,2039,287,3.1,1.9,3559,480,7.8,4.7,3370,345,5.6,3,1875,345,6.9,5.8,1658,284,4.7,3.4,1910,233,2,2.7,1257,210,0,65.4
80235,6484,486,3.4,1.5,403,118,18.9,20,502,180,2,3.6,619,141,0,5.4,611,136,2.8,4.4,990,219,2.6,2.8,1122,236,4.5,3.7,532,116,2.9,2.5,478,116,7.3,11.8,703,125,0,13.8,524,107,39.1,44.5
80236,14185,868,7.2,2.2,867,328,4.2,6.3,1289,377,10.7,9.2,1417,348,12.7,8.6,1693,358,5,4.4,1979,333,4.4,4.1,2528,366,6.9,4.1,845,193,10.6,9.6,1060,226,8,7.8,1399,222,0,9,1108,205,0,24.9
80237,17067,795,3.6,1.1,454,130,27.6,19.6,1024,229,2.1,2.5,2450,448,1.3,1.1,2254,417,3.6,4.1,2673,359,0.8,0.8,2558,325,3.3,2.2,1294,247,5.5,4.8,1097,199,10.9,6.9,1831,250,3.7,4,1432,239,0,27.9
80238,9702,323,3,1.4,66,42,0,100,124,70,12.1,17,516,177,16.5,18,1487,291,0.6,0.9,3997,349,1.1,1.1,1832,235,0.7,1.1,454,161,3.5,5.7,559,203,16.1,15.7,470,148,19.2,28.5,197,91,0,60.7
80239,32229,1171,6.5,1.3,2776,401,8.1,5.6,3356,395,9.9,4.6,3621,418,5.6,2.8,4111,468,8.2,3.9,7307,565,7.6,2.3,4726,524,4.9,2.4,2048,257,2,1.8,1473,242,0,4,1831,310,2.8,4.6,980,192,9.8,14.6
80241,25866,985,4.6,0.9,1728,362,20.3,9.3,2193,410,9.4,4.9,2417,391,2.3,2,2670,373,4,2.7,5135,427,4,2.3,4896,459,2.6,1.6,2092,272,3.6,3.1,1644,258,3.5,3.5,2131,275,6.1,7,960,309,0,52.9
